Metabolite/Donor ID,Environment,Species1,Species2
12ethd_e0,-0.0010928448748453602,0.0,0.0010928448748453602
cpd00001_e0,-1.8636611988585492,-2.493930004846932,4.357591203705481
cpd00009_e0,0.15808766019294374,-0.055790670724801816,-0.10229698946814192
cpd00011_e0,-2.5432700278407117,4.084080779308841,-1.5408107514681288
cpd00013_e0,1.2871352265829683,-0.20698834740077365,-1.0801468791821947
cpd00020_e0,0.0,-3.5947947821030555,3.5947947821030555
cpd00027_e0,3.3287885561660584,-1.0846310562127035,-2.2441574999533547
cpd00028_e0,0.00026998676241217983,0.0,-0.00026998676241217983
cpd00029_e0,-3.2104351377336195,3.666794664508313,-0.4563595267746938
cpd00030_e0,0.00030995266918741897,-3.996590677523913e-05,-0.00026998676241217983
cpd00033_e0,0.0,0.004393473531916783,-0.004393473531916783
cpd00034_e0,0.00028970944578462056,-1.972268337244073e-05,-0.00026998676241217983
cpd00036_e0,-1.262614205210358,0.03845078826021141,1.2241634169501465
cpd00041_e0,0.0,-0.3280768898023252,0.3280768898023252
cpd00047_e0,-0.002429880861709619,0.0,0.002429880861709619
cpd00048_e0,0.0002509002946323985,-0.0002509002946323985,0.0
cpd00051_e0,0.0,0.01667347555016778,-0.01667347555016778
cpd00053_e0,0.0,-0.06634485119142568,0.06634485119142568
cpd00058_e0,4.100698683595448e-05,-4.100698683595448e-05,0.0
cpd00060_e0,0.0,-0.008901755059146569,0.008901755059146569
cpd00063_e0,0.0005710324133023676,-0.00030104565089018767,-0.00026998676241217983
cpd00065_e0,0.0,-0.0032876729939579114,0.003287672993957913
cpd00066_e0,0.0,0.01044318976459794,-0.01044318976459794
cpd00067_e0,-6.866776154682576,1.5962505673691498,5.2705255873134265
cpd00069_e0,0.0,0.008047606707110778,-0.008047606707110778
cpd00084_e0,0.0,-0.005398925519307487,0.005398925519307487
cpd00098_e0,0.00026998676241217983,0.0,-0.00026998676241217983
cpd00099_e0,0.00030104565089018767,-0.00030104565089018767,0.0
cpd00104_e0,0.0,-1.1567556230170515e-07,1.1567556230170515e-07
cpd00106_e0,0.0,-4.299312684885582e-17,0.0
cpd00107_e0,0.0,-0.026057713379674764,0.026057713379674764
cpd00116_e0,-0.0002701024379744816,0.0,0.0002701024379744816
cpd00117_e0,0.0,0.0,-2.168404344971009e-19
cpd00118_e0,0.0,0.00026998676241217983,-0.00026998676241217983
cpd00119_e0,0.0,0.005357108803669786,-0.005357108803669786
cpd00129_e0,0.0,-0.012785330712301719,0.012785330712301719
cpd00132_e0,0.0,-0.013942086335318767,0.013942086335318767
cpd00149_e0,0.00027143270694095114,-1.4459445287713145e-06,-0.00026998676241217983
cpd00161_e0,0.0,-0.0047114656525506435,0.0047114656525506435
cpd00182_e0,0.0,0.0015649746823797688,-0.0015649746823797688
cpd00205_e0,0.011559516778590549,-0.011289530016178368,-0.00026998676241217983
cpd00221_e0,0.0,1.6498045932591934,-1.6498045932591934
cpd00239_e0,0.02944752789514505,0.0,-0.02944752789514505
cpd00244_e0,1.8681603311725383e-05,-1.8681603311725383e-05,0.0
cpd00249_e0,0.0,0.019153559605916335,-0.019153559605916335
cpd00254_e0,0.0007717295138958259,-0.0005017427514836462,-0.00026998676241217983
cpd00305_e0,0.0,-1.2897825196640126e-05,1.2897825196640126e-05
cpd00322_e0,0.0,-0.016803552719976047,0.016803552719976047
cpd00363_e0,0.0,0.018977154373408432,-0.018977154373408432
cpd00635_e0,0.00026998676241217983,0.0,-0.00026998676241217983
cpd00644_e0,0.0,-3.8982664495678304e-05,3.8982664495678304e-05
cpd00971_e0,0.0002699867624121879,0.0,-0.0002699867624121992
cpd03586_e0,0.0,0.0011252918700709877,0.0
cpd10515_e0,0.0007473219702501661,-0.0004773352078379863,-0.00026998676241217983
cpd10516_e0,0.0007215841576380367,-0.0004515973952258569,-0.00026998676241217983
cpd11574_e0,4.0486446805596807e-07,-4.0486446805596807e-07,0.0
cpd11640_e0,-5.232127988125075,3.849241805150777,1.3828861829742982
cps_bt_e0,0.0,0.0,0.00026998676241217983
lps_bt_e0,0.0,0.0,0.0011249448433840825
pe_cer1_bt_e0,0.0,0.0,0.00026998676241217983
sphmyln_bt_e0,0.0,0.0,0.00026998676241217983
zzEnvironment,0.0,1.36110449929471,3.459288737647782
zzSpecies1,11.23764832635447,0.0,6.575087026481228
zzSpecies2,9.74502921427095,3.7318554012835956,0.0
