Metabolite/Donor ID,Environment,Species1,Species2
12ethd_e0,-0.0016415053951399814,0.0,0.0016415053951399814
cpd00001_e0,-2.7993084682531415,-3.746002431166024,6.5453108994191656
cpd00009_e0,0.23745524464162693,-0.08380026214259305,-0.1536549824990339
cpd00011_e0,-3.8201135111574804,6.134485129346392,-2.3143716181889116
cpd00013_e0,1.9333388181095652,-0.3109064212210753,-1.62243239688849
cpd00020_e0,0.0,-5.399554104214023,5.399554104214023
cpd00027_e0,5.0,-1.629167845765461,-3.370832154234537
cpd00028_e0,0.00040553306083691067,0.0,-0.00040553306083691067
cpd00029_e0,-4.822227491418877,5.507701379403382,-0.6854738879845044
cpd00030_e0,0.0004655637688571132,-6.00307080202025e-05,-0.00040553306083691067
cpd00033_e0,0.0,0.006599207876203293,-0.006599207876203293
cpd00034_e0,0.00043515747680635935,-2.9624415969448698e-05,-0.00040553306083691067
cpd00036_e0,-1.8965070684232623,0.057754927372883784,1.8387521410503787
cpd00041_e0,0.0,-0.49278721713087015,0.49278721713087015
cpd00047_e0,-0.0036497975475321973,0.0,0.0036497975475321973
cpd00048_e0,0.0003768642711890571,-0.0003768642711890571,0.0
cpd00051_e0,0.0,0.025044359635403725,-0.025044359635403725
cpd00053_e0,0.0,-0.09965314719153977,0.09965314719153977
cpd00058_e0,6.15944601828127e-05,-6.15944601828127e-05,0.0
cpd00060_e0,0.0,-0.013370862866398475,0.013370862866398475
cpd00063_e0,0.0008577180611916922,-0.0004521850003547815,-0.00040553306083691067
cpd00065_e0,0.0,-0.004938242454402851,0.004938242454402852
cpd00066_e0,0.0,0.01568617169338316,-0.01568617169338316
cpd00067_e0,-10.314226991023009,2.397644879561282,7.916582111461728
cpd00069_e0,0.0,0.012087891092096955,-0.012087891092096955
cpd00084_e0,0.0,-0.00810944496505615,0.00810944496505615
cpd00098_e0,0.00040553306083691067,0.0,-0.00040553306083691067
cpd00099_e0,0.0004521850003547815,-0.0004521850003547815,0.0
cpd00104_e0,0.0,-1.737502402900217e-07,1.737502402900217e-07
cpd00107_e0,0.0,-0.039139934754051885,0.039139934754051885
cpd00116_e0,-0.0004057068110772007,0.0,0.0004057068110772007
cpd00117_e0,0.0,0.0,-2.168404344971009e-19
cpd00118_e0,0.0,0.00040553306083691067,-0.00040553306083691067
cpd00119_e0,0.0,0.00804663425294214,-0.00804663425294214
cpd00129_e0,0.0,-0.01920417968365537,0.01920417968365537
cpd00132_e0,0.0,-0.02094168208655559,0.02094168208655559
cpd00149_e0,0.00040770493884053596,-2.1718780036252715e-06,-0.00040553306083691067
cpd00161_e0,0.0,-0.007076847287008713,0.007076847287008713
cpd00182_e0,0.0,0.002350667000883703,-0.002350667000883703
cpd00205_e0,0.017362948387302016,-0.016957415326465105,-0.00040553306083691067
cpd00214_e0,0.0,-4.9303806576313227e-32,0.0
cpd00221_e0,0.0,2.4780855939324997,-2.4780855939324997
cpd00239_e0,0.04423159867063077,0.0,-0.04423159867063077
cpd00244_e0,2.8060663806838502e-05,-2.8060663806838502e-05,0.0
cpd00249_e0,0.0,0.028769564787221785,-0.028769564787221785
cpd00254_e0,0.0011591747280948798,-0.0007536416672579691,-0.00040553306083691067
cpd00305_e0,0.0,-1.937315179233742e-05,1.937315179233742e-05
cpd00322_e0,0.0,-0.025239741780609858,0.025239741780609858
cpd00363_e0,0.0,0.028504595670775637,-0.028504595670775637
cpd00635_e0,0.00040553306083691067,0.0,-0.00040553306083691067
cpd00644_e0,0.0,-5.855383097770424e-05,5.855383097770424e-05
cpd00971_e0,0.00040553306083694157,5.421010862427522e-20,-0.0004055330608369323
cpd03586_e0,0.0,0.0016902423375413313,0.0
cpd10515_e0,0.0011225134273936852,-0.0007169803665567745,-0.00040553306083691067
cpd10516_e0,0.0010838539989291554,-0.0006783209380922447,-0.00040553306083691067
cpd11574_e0,6.081258410150759e-07,-6.081258410150759e-07,0.0
cpd11640_e0,-7.8589070766167985,5.78174573152137,2.077161345095429
cpd15432_e0,-4.930380657631323e-32,4.930380657631323e-32,0.0
cps_bt_e0,0.0,0.0,0.00040553306083691067
lps_bt_e0,0.0,0.0,0.001689721086820461
pe_cer1_bt_e0,0.0,0.0,0.00040553306083691067
sphmyln_bt_e0,0.0,0.0,0.00040553306083691067
zzEnvironment,0.0,2.044444211951224,5.196017529022736
zzSpecies1,16.879486541031895,0.0,9.876095936313206
zzSpecies2,14.637501075614427,5.605425725175662,0.0
