Metabolite/Donor ID,Environment,Species1,Species2
12ethd_e0,-0.0016415053951399764,0.0,0.0016415053951399764
cpd00001_e0,-2.799308468251574,-3.746002431165803,6.545310899417377
cpd00009_e0,0.23745524464163226,-0.08380026214259158,-0.1536549824990407
cpd00011_e0,-3.820113511159076,6.134485129347509,-2.3143716181884333
cpd00013_e0,1.9333388181095836,-0.31090642122208717,-1.6224323968874965
cpd00020_e0,0.0,-5.399554104215825,5.399554104215825
cpd00027_e0,5.0,-1.6291678457667258,-3.370832154233274
cpd00028_e0,0.00040553306083691,0.0,-0.00040553306083691
cpd00029_e0,-4.822227491419665,5.507701379404168,-0.685473887984503
cpd00030_e0,0.0004655637688571124,-6.00307080202024e-05,-0.00040553306083691
cpd00033_e0,0.0,0.006599207876539899,-0.006599207876539899
cpd00034_e0,0.00043515747680635865,-2.962441596944865e-05,-0.00040553306083691
cpd00036_e0,-1.8965070684224634,0.057754927372885345,1.8387521410495782
cpd00041_e0,0.0,-0.4927872171311918,0.4927872171311918
cpd00047_e0,-0.0036497975475321878,0.0,0.0036497975475321878
cpd00048_e0,0.00037686427118905643,-0.00037686427118905643,0.0
cpd00051_e0,0.0,0.025044359635403687,-0.025044359635403687
cpd00053_e0,0.0,-0.09965314719154073,0.09965314719154073
cpd00058_e0,6.15944601828126e-05,-6.15944601828126e-05,0.0
cpd00060_e0,0.0,-0.013370862866398452,0.013370862866398452
cpd00063_e0,0.000857718061161422,-0.00045218500032451203,-0.00040553306083691
cpd00065_e0,0.0,-0.004938242454402845,0.004938242454402845
cpd00066_e0,0.0,0.015686171693383134,-0.015686171693383134
cpd00067_e0,-10.314226991022199,2.397644879563934,7.916582111458265
cpd00069_e0,0.0,0.012087891092096936,-0.012087891092096936
cpd00084_e0,0.0,-0.008109444965056138,0.008109444965056138
cpd00098_e0,0.00040553306083691,0.0,-0.00040553306083691
cpd00099_e0,0.0004521850003547808,-0.0004521850003547808,0.0
cpd00104_e0,0.0,-1.737502402900214e-07,1.737502402900214e-07
cpd00106_e0,0.0,2.6645352591003757e-15,-2.6645352591003757e-15
cpd00107_e0,0.0,-0.039139934754051815,0.039139934754051815
cpd00116_e0,-0.00040570681107720007,0.0,0.00040570681107720007
cpd00117_e0,0.0,0.0,-4.336808689942018e-19
cpd00118_e0,0.0,0.00040553306083691,-0.00040553306083691
cpd00119_e0,0.0,0.008046634253273342,-0.008046634253273342
cpd00129_e0,0.0,-0.019204179683655342,0.019204179683655342
cpd00132_e0,0.0,-0.020941682086555558,0.020941682086555558
cpd00149_e0,0.0004077049388405353,-2.1718780036252677e-06,-0.00040553306083691
cpd00161_e0,0.0,-0.007076847287015468,0.007076847287015468
cpd00182_e0,0.0,0.0023506670008837,-0.0023506670008837
cpd00205_e0,0.017362948387301985,-0.016957415326465077,-0.00040553306083691
cpd00221_e0,0.0,2.4780855939354716,-2.4780855939354716
cpd00239_e0,0.04423159867063071,0.0,-0.04423159867063071
cpd00244_e0,2.806066380683846e-05,-2.806066380683846e-05,0.0
cpd00249_e0,0.0,0.028769564787221737,-0.028769564787221737
cpd00254_e0,0.001159174728094878,-0.0007536416672579679,-0.00040553306083691
cpd00305_e0,0.0,-1.937315179233739e-05,1.937315179233739e-05
cpd00322_e0,0.0,-0.02523974178060981,0.02523974178060981
cpd00363_e0,0.0,0.02850459567078236,-0.02850459567078236
cpd00635_e0,0.00040553306083691,0.0,-0.00040553306083691
cpd00644_e0,0.0,-5.855383097770415e-05,5.855383097770415e-05
cpd00971_e0,0.0004055330608369158,1.3552527156068805e-20,-0.00040553306083690455
cpd03586_e0,0.0,0.0016902423375413284,0.0
cpd10515_e0,0.0011225134273936835,-0.0007169803665567734,-0.00040553306083691
cpd10516_e0,0.0010838539989291537,-0.0006783209380922436,-0.00040553306083691
cpd11574_e0,6.081258410150749e-07,-6.081258410150749e-07,0.0
cpd11640_e0,-7.858907076619213,5.781745731522163,2.0771613450970503
cps_bt_e0,0.0,0.0,0.00040553306083691
lps_bt_e0,0.0,0.0,0.0016897210868204583
pe_cer1_bt_e0,0.0,0.0,0.00040553306083691
sphmyln_bt_e0,0.0,0.0,0.00040553306083691
zzEnvironment,0.0,2.044444211953469,5.196017529020485
zzSpecies1,16.87948654103772,0.0,9.876095936315117
zzSpecies2,14.637501075610217,5.605425725178831,0.0
